Volley,https://github.com/google/volley
minimal-json,https://github.com/ralfstx/minimal-json
ZXing,https://github.com/zxing/zxing
opencsv,http://opencsv.sourceforge.net/
Application icon made by Freepik from www.flaticon.com,https://www.flaticon.com/free-icon/care_285906
Settings icon made by Gregor Cresnar from www.flaticon.com,https://www.flaticon.com/free-icon/settings_126472
